id,name,party_before,party_after,rollcall_id,rollcall_date,coalition_start_date,coalition_before,coalition_after,legislature,legislature_year
74131,João Carlos Bacelar,PSC,PFL>DEM,1062,1997-01-28 20:59:00,1996-04-26,False,True,50,3
74131,João Carlos Bacelar,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74131,João Carlos Bacelar,PFL>DEM,PL>PR,1021,2005-06-22 18:58:00,2005-05-20,False,True,52,3
74132,Wagner do Nascimento,PTB,PDS>PP,760,1991-08-28 20:10:00,1991-02-01,False,True,49,1
74132,Wagner do Nascimento,PDS>PP,PDS>PP,1707,1992-10-21 17:30:00,1992-10-01,True,False,49,2
74132,Wagner do Nascimento,PDS>PP,PDS>PP,1063,1997-01-29 13:38:00,1996-04-26,False,True,50,3
74138,Etevalda Grassi de Menezes,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74138,Etevalda Grassi de Menezes,PTB,PTB,1582,1994-02-02 13:46:00,1994-01-25,True,False,49,4
74140,José Carlos Araújo,PFL>DEM,PL>PR,1678,2005-06-01 16:35:00,2005-05-20,False,True,52,3
74140,José Carlos Araújo,PDT,PSD,1747,2011-11-08 00:37:00,2011-01-01,True,False,54,1
74143,Marcelo Guimarães Filho,PFL>DEM,PL>PR,1678,2005-06-01 16:35:00,2005-05-20,False,True,52,3
74143,Marcelo Guimarães Filho,PL>PR,PFL>DEM,787,2005-10-05 17:26:00,2005-07-23,True,False,52,3
74148,Carlos Willian,PSB,PSC,1112,2003-09-16 19:45:00,2003-01-01,True,False,52,1
74148,Carlos Willian,PSC,PMDB,2372,2005-03-02 18:45:00,2005-02-01,False,True,52,3
74148,Carlos Willian,PMDB,PJ>PTC,1271,2006-01-24 20:28:00,2005-07-23,True,False,52,4
74150,Dr. Francisco Gonçalves,PTB,PCB>PPS,1919,2005-11-29 19:22:00,2005-07-23,True,False,52,3
74151,Geraldo Thadeu,PCB>PPS,PCB>PPS,1571,2005-02-23 19:14:00,2005-02-01,True,False,52,3
74152,Isaias Silvestre,PSB,PSB,368,2013-10-08 00:23:00,2013-10-03,True,False,54,3
74155,Leonardo Mattos,PV,PV,1678,2005-06-01 16:35:00,2005-05-20,True,False,52,3
74157,Marcello Siqueira,PMDB,PMDB,179,2004-01-28 12:30:00,2004-01-23,False,True,52,2
74158,Mário Heringer,PDT,PDT,728,2004-01-27 17:24:00,2004-01-23,True,False,52,2
74158,Mário Heringer,PDT,PDT,613,2007-04-02 19:17:00,2007-04-02,False,True,53,1
74163,Manato,PDT,PDT,728,2004-01-27 17:24:00,2004-01-23,True,False,52,2
74163,Manato,PDT,PDT,613,2007-04-02 19:17:00,2007-04-02,False,True,53,1
74163,Manato,PDT,SD,368,2013-10-08 00:23:00,2013-10-03,True,False,54,3
74164,Marcelino Fraga,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74167,Almir Moura,PMDB,PFL>DEM,195,2005-10-19 18:55:00,2005-07-23,True,False,52,3
74168,André Luiz,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74169,Bernardo Ariston,PSB,PMDB,512,2003-08-27 14:17:00,2003-01-01,True,False,52,1
74169,Bernardo Ariston,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74170,João Mendes de Jesus,PDT,PSL,496,2003-08-05 00:23:00,2003-01-01,True,False,52,1
74170,João Mendes de Jesus,PSL,PSB,775,2005-10-04 18:08:00,2005-07-23,False,True,52,3
74171,Chico Alencar,PT,PSOL,2129,2005-10-31 18:27:00,2005-07-23,True,False,52,3
74172,Deley,PMDB,PSC,2339,2005-10-05 18:59:00,2005-07-23,True,False,52,3
74173,Eduardo Cunha,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74175,José Divino,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74175,José Divino,PMDB,PMR>PRB,195,2005-10-19 18:55:00,2005-07-23,True,False,52,3
74176,Josias Quintal,PSB,PMDB,1098,2003-09-02 18:14:00,2003-01-01,True,False,52,1
74176,Josias Quintal,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74177,Marinha Raupp,PMDB,PMDB,179,2004-01-28 12:30:00,2004-01-23,False,True,52,2
74178,Silvernani Santos,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74179,Carlos Airton,PDS>PP,PDS>PP,1323,1996-05-07 18:35:00,1996-04-26,False,True,50,2
74180,Célia Mendes,PDS>PP,PDS>PP,1707,1992-10-21 17:30:00,1992-10-01,True,False,49,2
74180,Célia Mendes,PDS>PP,PFL>DEM,1711,1995-11-28 17:07:00,1995-01-01,False,True,50,1
74183,Mauri Sérgio,PMDB,PMDB,906,1992-12-02 20:17:00,1992-10-01,False,True,49,2
74184,Ronivon Santiago,PMDB,PDS>PP,2410,1991-10-08 18:11:00,1991-02-01,False,True,49,1
74184,Ronivon Santiago,PDS>PP,PDS>PP,553,1992-11-04 19:08:00,1992-10-01,True,False,49,2
74184,Ronivon Santiago,PSD,PFL>DEM,1984,1996-01-17 16:50:00,1995-01-01,False,True,50,2
74184,Ronivon Santiago,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74185,Zila Bezerra,PMDB,PMDB,553,1992-11-04 19:08:00,1992-10-01,False,True,49,2
74185,Zila Bezerra,PFL>DEM,PTB,2170,2001-03-13 18:26:00,1999-01-01,True,False,51,3
74186,Antônio Jorge,PDS>PP,PDS>PP,1518,1996-06-04 18:03:00,1996-04-26,False,True,50,2
74186,Antônio Jorge,PFL>DEM,PTB,2032,1999-10-06 17:46:00,1999-01-01,True,False,51,1
74187,Darci Coelho,PFL>DEM,PDS>PP,1711,1995-11-28 17:07:00,1995-01-01,True,False,50,1
74187,Darci Coelho,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74187,Darci Coelho,PFL>DEM,PFL>DEM,358,2002-04-10 16:32:00,2002-03-06,True,False,51,4
74187,Darci Coelho,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74188,Dolores Nunes,PDS>PP,PSDB,161,1995-09-27 17:23:00,1995-01-01,False,True,50,1
74189,Freire Júnior,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74190,João Ribeiro,PFL>DEM,PDS>PP,1711,1995-11-28 17:07:00,1995-01-01,True,False,50,1
74190,João Ribeiro,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74190,João Ribeiro,PFL>DEM,PFL>DEM,358,2002-04-10 16:32:00,2002-03-06,True,False,51,4
74191,Osvaldo Reis,PDS>PP,PDS>PP,1806,1996-08-06 18:47:00,1996-04-26,False,True,50,2
74191,Osvaldo Reis,PMDB,PMDB,2112,2004-04-06 18:25:00,2004-01-23,False,True,52,2
74192,Paulo Mourão,PDC,PDS>PP,2410,1991-10-08 18:11:00,1991-02-01,False,True,49,1
74192,Paulo Mourão,PDS>PP,PDS>PP,1707,1992-10-21 17:30:00,1992-10-01,True,False,49,2
74192,Paulo Mourão,PDS>PP,PSDB,162,1995-09-27 17:59:00,1995-01-01,False,True,50,1
74193,Udson Bandeira,PDS>PP,PMDB,1084,1995-03-15 17:06:00,1995-01-01,False,True,50,1
74194,Antonio Joaquim Araujo,PSC,PFL>DEM,1084,1995-03-15 17:06:00,1995-01-01,False,True,50,1
74194,Antonio Joaquim Araujo,PFL>DEM,PL>PR,1227,1997-06-18 18:50:00,1996-04-26,True,False,50,3
74194,Antonio Joaquim Araujo,PL>PR,PDS>PP,2043,1999-02-24 17:53:00,1999-01-01,False,True,51,1
74194,Antonio Joaquim Araujo,PDS>PP,PTB,1571,2005-02-23 19:14:00,2005-02-01,False,True,52,3
74194,Antonio Joaquim Araujo,PTB,PSDB,195,2005-10-19 18:55:00,2005-07-23,True,False,52,3
74195,Cesar Bandeira,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74196,Davi Alves Silva,PDS>PP,PFL>DEM,1084,1995-03-15 17:06:00,1995-01-01,False,True,50,1
74196,Davi Alves Silva,PFL>DEM,PMN,45,1995-05-23 17:36:00,1995-01-01,True,False,50,1
74196,Davi Alves Silva,PMN,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74197,Domingos Dutra,PT,SD,368,2013-10-08 00:23:00,2013-10-03,True,False,54,3
74198,Eliseu Moura,PL>PR,PFL>DEM,1084,1995-03-15 17:06:00,1995-01-01,False,True,50,1
74198,Eliseu Moura,PFL>DEM,PL>PR,715,1997-07-02 17:46:00,1996-04-26,True,False,50,3
74198,Eliseu Moura,PL>PR,PDS>PP,2043,1999-02-24 17:53:00,1999-01-01,False,True,51,1
74199,Francisco Coelho,PDC,PFL>DEM,244,1993-01-12 19:02:00,1992-10-01,False,True,49,3
74199,Francisco Coelho,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74200,Gastão Vieira,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74201,Jayme Santana,PSDB,PSDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74203,José Carlos Sabóia,PSB,PSB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74203,José Carlos Sabóia,PSB,PSB,2202,1994-04-20 13:08:00,1994-01-25,True,False,49,4
74204,Magno Bacelar,PDT,PFL>DEM,2508,1996-03-05 17:06:00,1995-01-01,False,True,50,2
74205,Márcia Marinho,PSC,PSDB,1772,1995-05-11 12:59:00,1995-01-01,False,True,50,1
74206,Mauro Fecury,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74207,Pedro Novais,PDC,PMDB,244,1993-01-12 19:02:00,1992-10-01,False,True,49,3
74207,Pedro Novais,PMDB,PSD,1938,1994-01-12 20:34:00,1993-08-31,True,False,49,4
74207,Pedro Novais,PSD,PMDB,537,1994-02-23 12:07:00,1994-01-25,False,True,49,4
74207,Pedro Novais,PMDB,PMDB,179,2004-01-28 12:30:00,2004-01-23,False,True,52,2
74208,Remi Trinta,PMDB,PL>PR,715,1997-07-02 17:46:00,1996-04-26,True,False,50,3
74210,Sarney Filho,PV,PV,1678,2005-06-01 16:35:00,2005-05-20,True,False,52,3
74212,Aníbal Gomes,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74213,Antonio Balhmann,PSDB,PCB>PPS,703,1997-11-19 20:14:00,1996-04-26,True,False,50,3
74213,Antonio Balhmann,PSB,PROS,365,2013-10-08 19:52:00,2013-10-03,True,False,54,3
74217,Arlindo Vargas,PTB,PT,2336,1997-03-18 19:26:00,1996-04-26,True,False,50,3
74219,Neif Jabur,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74221,Ronaldo Santos,PSB,PSDB,2334,1997-03-12 20:46:00,1996-04-26,False,True,50,3
74222,Asdrúbal Bentes,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74223,Flávio Palmier da Veiga,PSDB,PSDB,553,1992-11-04 19:08:00,1992-10-01,False,True,49,2
74224,Carlos Alberto Campista,PDT,PFL>DEM,1062,1997-01-28 20:59:00,1996-04-26,False,True,50,3
74225,Neiva Moreira,PDT,PDT,728,2004-01-27 17:24:00,2004-01-23,True,False,52,2
74230,Colbert Martins,PMDB,PCB>PPS,831,1997-10-14 19:12:00,1996-04-26,True,False,50,3
74230,Colbert Martins,PCB>PPS,PCB>PPS,1571,2005-02-23 19:14:00,2005-02-01,True,False,52,3
74235,Marcus Vicente,PDS>PP,PTB,1382,2003-03-12 17:16:00,2003-01-01,False,True,52,1
74238,Moacir Micheletto,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74240,João Tota,PDS>PP,PDS>PP,1707,1992-10-21 17:30:00,1992-10-01,True,False,49,2
74240,João Tota,PDS>PP,PDS>PP,691,1997-06-03 17:30:00,1996-04-26,False,True,50,3
74240,João Tota,PDS>PP,PL>PR,1350,2003-10-08 18:21:00,2003-01-01,False,True,52,1
74240,João Tota,PL>PR,PDS>PP,1678,2005-06-01 16:35:00,2005-05-20,True,False,52,3
74240,João Tota,PDS>PP,PDS>PP,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74244,Aecio de Borba,PDS>PP,PDS>PP,1707,1992-10-21 17:30:00,1992-10-01,True,False,49,2
74244,Aecio de Borba,PDS>PP,PDS>PP,1339,1997-07-16 17:54:00,1996-04-26,False,True,50,3
74247,Álvaro Ribeiro,PSB,PSB,553,1992-11-04 19:08:00,1992-10-01,False,True,49,2
74247,Álvaro Ribeiro,PSB,PSB,855,1993-09-14 20:57:00,1993-08-31,True,False,49,3
74250,Jose Costa,PMDB,PSD,2463,1998-03-18 18:11:00,1996-04-26,True,False,50,4
74252,Juíza Denise Frossard,PSDB,PCB>PPS,1356,2004-12-14 18:40:00,2004-01-23,False,True,52,2
74252,Juíza Denise Frossard,PCB>PPS,PCB>PPS,2372,2005-03-02 18:45:00,2005-02-01,True,False,52,3
74253,Julio Lopes,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74254,Leonardo Picciani,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74255,Maria Lucia,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74258,Sandro Matos,PSB,PMDB,513,2003-08-27 16:39:00,2003-01-01,True,False,52,1
74258,Sandro Matos,PMDB,PTB,1351,2003-10-15 17:58:00,2003-01-01,False,True,52,1
74259,Vieira Reis,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74259,Vieira Reis,PMDB,PMR>PRB,194,2005-10-19 16:40:00,2005-07-23,True,False,52,3
74260,Amauri Gasques,PRONA,PL>PR,478,2003-12-18 17:46:00,2003-01-01,False,True,52,1
74261,João Batista,PFL>DEM,PDS>PP,775,2005-10-04 18:08:00,2005-07-23,False,True,52,3
74263,Cláudio Magrão,PCB>PPS,PCB>PPS,1571,2005-02-23 19:14:00,2005-02-01,True,False,52,3
74265,Dimas Ramalho,PCB>PPS,PCB>PPS,1571,2005-02-23 19:14:00,2005-02-01,True,False,52,3
74270,Gilberto Nascimento,PSB,PMDB,511,2003-08-27 11:38:00,2003-01-01,True,False,52,1
74270,Gilberto Nascimento,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74271,Ildeu Araujo,PDS>PP,PDS>PP,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74273,Jefferson Campos,PSB,PMDB,1098,2003-09-02 18:14:00,2003-01-01,True,False,52,1
74273,Jefferson Campos,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74273,Jefferson Campos,PTB,PTB,740,2009-10-07 19:09:00,2009-09-28,True,False,53,3
74273,Jefferson Campos,PTB,PSB,1696,2009-10-14 18:01:00,2009-09-28,False,True,53,3
74273,Jefferson Campos,PSB,PSD,1747,2011-11-08 00:37:00,2011-01-01,True,False,54,1
74276,Jovino Cândido,PV,PV,1678,2005-06-01 16:35:00,2005-05-20,True,False,52,3
74278,Marcelo Ortiz,PV,PV,1678,2005-06-01 16:35:00,2005-05-20,True,False,52,3
74279,Marcos Abramo,PFL>DEM,PDS>PP,1163,2005-10-11 16:10:00,2005-07-23,False,True,52,3
74280,Professor Irapuan Teixeira,PDS>PP,PDS>PP,46,2005-08-31 18:34:00,2005-07-23,False,True,52,3
74282,Vanderlei Assis,PDS>PP,PDS>PP,1162,2005-08-24 17:57:00,2005-07-23,False,True,52,3
74288,Maninha,PT,PSOL,775,2005-10-04 18:08:00,2005-07-23,True,False,52,3
74289,Tatico,PTB,PTB,1201,2009-09-30 17:25:00,2009-09-28,True,False,53,3
74291,Arnon Bezerra,PSDB,PTB,1124,2003-09-24 18:10:00,2003-01-01,False,True,52,1
74291,Arnon Bezerra,PTB,PTB,522,2009-10-06 20:36:00,2009-09-28,True,False,53,3
74292,Edson Queiroz,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74294,Gonzaga Mota,PMDB,PMDB,553,1992-11-04 19:08:00,1992-10-01,False,True,49,2
74296,Jackson Pereira,PSDB,PSDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74297,José Linhares,PSDB,PSDB,553,1992-11-04 19:08:00,1992-10-01,False,True,49,2
74297,José Linhares,PSDB,PDS>PP,244,1993-01-12 19:02:00,1992-10-01,True,False,49,3
74297,José Linhares,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74297,José Linhares,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74299,Leônidas Cristino,PSDB,PCB>PPS,1294,1997-10-22 18:26:00,1996-04-26,True,False,50,3
74300,Marcelo Teixeira,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74300,Marcelo Teixeira,PMDB,PSDB,195,2005-10-19 18:55:00,2005-07-23,True,False,52,3
74300,Marcelo Teixeira,PSDB,PL>PR,2009,2007-03-13 18:22:00,2007-01-01,False,True,53,1
74303,Pimentel Gomes,PSDB,PCB>PPS,2081,1997-08-20 17:21:00,1996-04-26,True,False,50,3
74304,Pinheiro Landim,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74305,Roberto Pessoa,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74305,Roberto Pessoa,PFL>DEM,PL>PR,556,2003-07-29 20:33:00,2003-01-01,False,True,52,1
74306,Rommel Feijó,PSDB,PTB,1124,2003-09-24 18:10:00,2003-01-01,False,True,52,1
74307,Ubiratan Aguiar,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74308,Vicente Arruda,PSDB,PL>PR,864,2007-03-13 16:52:00,2007-01-01,False,True,53,1
74308,Vicente Arruda,PL>PR,PROS,368,2013-10-08 00:23:00,2013-10-03,True,False,54,3
74309,Zé Gerardo,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74311,Ari Magalhães,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74312,B. Sá,PDS>PP,PTR,2410,1991-10-08 18:11:00,1991-02-01,True,False,49,1
74312,B. Sá,PDS>PP,PSDB,1772,1995-05-11 12:59:00,1995-01-01,False,True,50,1
74312,B. Sá,PCB>PPS,PCB>PPS,1571,2005-02-23 19:14:00,2005-02-01,True,False,52,3
74312,B. Sá,PCB>PPS,PSB,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74313,Ciro Nogueira,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74313,Ciro Nogueira,PDS>PP,PDS>PP,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74314,Felipe Mendes,PFL>DEM,PDS>PP,304,1993-03-02 17:39:00,1992-10-01,True,False,49,3
74314,Felipe Mendes,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74315,Heraclito Fortes,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74316,João Henrique,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74318,Mussa Demes,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74319,Paes Landim,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74319,Paes Landim,PFL>DEM,PTB,649,2004-02-17 18:22:00,2004-01-23,False,True,52,2
74319,Paes Landim,PTB,PTB,1201,2009-09-30 17:25:00,2009-09-28,True,False,53,3
74321,Betinho Rosado,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74321,Betinho Rosado,PFL>DEM,PDS>PP,1987,2013-10-01 21:48:00,2012-03-02,False,True,54,3
74324,Henrique Eduardo Alves,PMDB,PMDB,906,1992-12-02 20:17:00,1992-10-01,False,True,49,2
74324,Henrique Eduardo Alves,PMDB,PMDB,2371,2004-02-04 01:56:00,2004-01-23,False,True,52,2
74325,Iberê Ferreira,PFL>DEM,PDS>PP,631,1995-03-07 16:54:00,1995-01-01,True,False,50,1
74325,Iberê Ferreira,PDS>PP,PFL>DEM,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74325,Iberê Ferreira,PDS>PP,PTB,2067,2001-05-29 18:01:00,1999-01-01,True,False,51,3
74326,Laire Rosado,PMDB,PMDB,553,1992-11-04 19:08:00,1992-10-01,False,True,49,2
74327,Ney Lopes,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74328,Adauto Pereira,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74329,Mario Assad Junior,PFL>DEM,PL>PR,2210,2001-10-10 18:34:00,1999-01-01,True,False,51,3
74337,Milton Barbosa,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74340,Airton Cascavel,PDS>PP,PCB>PPS,1457,1999-04-28 17:05:00,1999-01-01,True,False,51,1
74342,Badu Picanço,PSDB,PL>PR,2209,2001-10-02 18:06:00,1999-01-01,True,False,51,3
74343,Dr. Benedito Dias,PDS>PP,PDS>PP,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74347,Deusdeth Pantoja,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74349,Babá,PT,PSOL,2339,2005-10-05 18:59:00,2005-07-23,True,False,52,3
74355,Francisco Garcia,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74355,Francisco Garcia,PCB>PPS,PDS>PP,1927,2003-06-10 20:13:00,2003-01-01,True,False,52,1
74355,Francisco Garcia,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74356,Silas Câmara,PFL>DEM,PTB,2032,1999-10-06 17:46:00,1999-01-01,True,False,51,1
74356,Silas Câmara,PAN,PTB,613,2007-04-02 19:17:00,2007-04-02,False,True,53,1
74356,Silas Câmara,PTB,PAN,424,2007-04-24 11:29:00,2007-04-02,True,False,53,1
74358,Agnaldo Muniz,PCB>PPS,PDS>PP,1571,2005-02-23 19:14:00,2005-02-01,True,False,52,3
74358,Agnaldo Muniz,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74358,Agnaldo Muniz,PDS>PP,PSC,1586,2010-11-23 19:25:00,2009-09-28,True,False,53,4
74363,Márcio Bittar,PMDB,PCB>PPS,98,1999-03-18 16:29:00,1999-01-01,True,False,51,1
74367,Leandro Vilela,PMDB,PMDB,179,2004-01-28 12:30:00,2004-01-23,False,True,52,2
74372,Sandes Júnior,PDS>PP,PDS>PP,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74374,Geraldo Resende,PCB>PPS,PCB>PPS,2372,2005-03-02 18:45:00,2005-02-01,True,False,52,3
74374,Geraldo Resende,PCB>PPS,PMDB,754,2007-08-14 17:01:00,2007-04-02,False,True,53,1
74377,André Zacharow,PDT,PDS>PP,21,2004-02-03 21:17:00,2004-01-23,True,False,52,2
74377,André Zacharow,PDS>PP,PSB,1571,2005-02-23 19:14:00,2005-02-01,False,True,52,3
74379,Cezar Silvestri,PCB>PPS,PCB>PPS,2372,2005-03-02 18:45:00,2005-02-01,True,False,52,3
74385,Takayama,PSB,PMDB,510,2003-08-26 17:58:00,2003-01-01,True,False,52,1
74385,Takayama,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74385,Takayama,PAN,PTB,613,2007-04-02 19:17:00,2007-04-02,False,True,53,1
74385,Takayama,PTB,PAN,379,2007-04-18 16:28:00,2007-04-02,True,False,53,1
74386,Adelor Vieira,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74387,Ivan Ranzolin,PDS>PP,PDS>PP,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74387,Ivan Ranzolin,PDS>PP,PFL>DEM,787,2005-10-05 17:26:00,2005-07-23,True,False,52,3
74388,Jorge Boeira,PT,PSD,1756,2011-11-09 20:13:00,2011-01-01,True,False,54,1
74388,Jorge Boeira,PSD,PDS>PP,368,2013-10-08 00:23:00,2013-10-03,False,True,54,3
74390,Paulo Afonso,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74392,Zonta,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74393,Érico Ribeiro,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74394,Francisco Turra,PDS>PP,PDS>PP,1161,2005-08-23 18:55:00,2005-07-23,False,True,52,3
74397,Luciana Genro,PT,PSOL,775,2005-10-04 18:08:00,2005-07-23,True,False,52,3
74401,José Ivo Sartori,PMDB,PMDB,728,2004-01-27 17:24:00,2004-01-23,False,True,52,2
74405,Armando Abílio,PSDB,PTB,1876,2006-11-28 18:43:00,2005-07-23,False,True,52,4
74405,Armando Abílio,PTB,PTB,1201,2009-09-30 17:25:00,2009-09-28,True,False,53,3
74407,Efraim Morais,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74408,Enivaldo Ribeiro,PDS>PP,PDS>PP,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74408,Enivaldo Ribeiro,PDS>PP,PDS>PP,1027,2005-08-17 17:22:00,2005-07-23,False,True,52,3
74409,Gilvan Freire,PMDB,PSB,457,1997-10-07 18:28:00,1996-04-26,True,False,50,3
74410,Ivandro Cunha Lima,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74412,José Luiz Clerot,PMDB,PMDB,1707,1992-10-21 17:30:00,1992-10-01,False,True,49,2
74414,Wilson Braga,PDT,PSDB,1061,1997-02-25 19:13:00,1996-04-26,False,True,50,3
74414,Wilson Braga,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74418,Fernando Lyra,PDT,PSB,244,1993-01-12 19:02:00,1992-10-01,False,True,49,3
74418,Fernando Lyra,PSB,PSB,855,1993-09-14 20:57:00,1993-08-31,True,False,49,3
74419,Gonzaga Patriota,PSB,PSB,368,2013-10-08 00:23:00,2013-10-03,True,False,54,3
74421,Inocêncio Oliveira,PFL>DEM,PFL>DEM,579,2002-03-19 18:50:00,2002-03-06,True,False,51,4
74421,Inocêncio Oliveira,PFL>DEM,PMDB,1571,2005-02-23 19:14:00,2005-02-01,False,True,52,3
74422,João Colaço,PSB,PMDB,2043,1999-02-24 17:53:00,1999-01-01,False,True,51,1
74423,José Chaves,PSDB,PSB,1852,1995-03-22 16:57:00,1995-01-01,True,False,50,1
74423,José Chaves,PSB,PSDB,611,1996-05-07 17:13:00,1996-04-26,False,True,50,2
74423,José Chaves,PMDB,PTB,1537,2003-05-15 12:57:00,2003-01-01,False,True,52,1
74423,José Chaves,PTB,PTB,1201,2009-09-30 17:25:00,2009-09-28,True,False,53,3
74425,José Mendonça Bezerra,PFL>DEM,PFL>DEM,206,2002-03-12 18:08:00,2002-03-06,True,False,51,4
74426,José Múcio Monteiro,PSDB,PTB,1709,2003-05-20 17:38:00,2003-01-01,False,True,52,1
74427,Luiz Piauhylino,PSB,PSB,553,1992-11-04 19:08:00,1992-10-01,False,True,49,2
